Transcript_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g10072.t1	20.815279	0.000000	11.050977	11.050977	0.000000	0.000000	0.000000	0.000000
g10073.t1	17.648355	60.680565	26.731297	26.731297	45.815411	0.000000	0.000000	0.000000
g10074.t1	1280.660889	955.777588	1177.757935	1177.757935	741.936646	1352.606934	1031.942139	1031.942139
g10075.t1	821.245361	533.635864	520.921448	520.921448	531.046753	514.486633	470.088257	470.088257
g10076.t1	19.358461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10077.t1	0.000000	0.000000	58.883671	58.883671	66.185562	0.000000	0.000000	0.000000
g10078.t1	124.162437	0.000000	0.000000	0.000000	196.457474	0.000000	67.024696	67.024696
g10079.t1	62.081615	8.728437	0.000000	0.000000	0.000000	29.959467	0.000000	0.000000
g10079.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1008.t1	0.000000	0.000000	55.206154	55.206154	0.000000	0.000000	0.000000	0.000000
g10080.t1	0.000000	22.901495	14.253984	14.253984	0.000000	0.000000	0.000000	0.000000
g10081.t1	209.530426	275.165375	227.053055	227.053055	165.359314	178.971359	322.694672	322.694672
g10082.t1	403.933289	686.656250	415.478241	415.478241	496.279083	480.985504	451.198090	451.198090
g10083.t1	0.000000	0.000000	0.000000	0.000000	57.770840	0.000000	0.000000	0.000000
g10084.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10085.t1	67.655533	41.785393	75.216293	75.216293	39.847782	61.929249	76.278709	76.278709
g10085.t2	10.296772	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10086.t1	1932.598999	2056.324707	1478.316895	1478.316895	2868.135742	1499.800537	1838.691040	1838.691040
g10087.t1	22.397911	147.383499	93.485031	93.485031	102.051369	96.195229	51.855465	51.855465
g10088.t1	0.000000	15.488342	27.011021	27.011021	0.000000	22.010054	34.305382	34.305382
g10089.t1	0.000000	0.000000	17.057489	17.057489	0.000000	0.000000	0.000000	0.000000
g1009.t1	0.000000	22.902769	0.000000	0.000000	0.000000	0.000000	123.345108	123.345108
g1009.t2	64.449623	50.261295	83.863197	83.863197	100.668350	64.242905	0.000000	0.000000
g10090.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10091.t1	0.000000	0.000000	0.000000	0.000000	0.000000	45.124386	56.213642	56.213642
g10092.t1	88.944046	16.257622	20.276764	20.276764	0.000000	92.457794	0.000000	0.000000
g10093.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.684591	31.684591
g10094.t1	26.755480	0.000000	0.000000	0.000000	61.629406	0.000000	0.000000	0.000000
g10095.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10096.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10097.t1	190.844009	96.009392	38.909519	38.909519	0.000000	133.300812	83.174591	83.174591
g10098.t1	62.931156	121.645409	91.379974	91.379974	79.214027	48.600357	75.066452	75.066452
g10099.t1	65.772255	46.813595	22.432426	22.432426	20.094130	35.735771	71.723427	71.723427
g101.t1	0.000000	102.262619	79.101700	79.101700	94.372208	0.000000	0.000000	0.000000
g1010.t1	30.896429	53.063602	50.220356	50.220356	150.578217	0.000000	188.126862	188.126862
g10100.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t4	16.048717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10100.t8	46.237762	14.749396	24.627029	24.627029	35.401997	21.352684	30.082920	30.082920
g10100.t9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10101.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10102.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10103.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10104.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10105.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10106.t1	16.648491	33.639000	0.000000	0.000000	66.102425	24.678589	16.523638	16.523638
g10107.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10108.t1	0.000000	0.000000	43.933830	43.933830	0.000000	0.000000	0.000000	0.000000
g10109.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38.798592	38.798592
g1011.t1	60.462784	49.444973	42.410393	42.410393	48.620365	84.216194	63.135326	63.135326
g10110.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10110.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10111.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10112.t1	57.988693	43.282547	0.000000	0.000000	29.866261	62.508892	0.000000	0.000000
g10113.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10114.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10115.t1	83.249893	95.580627	52.117237	52.117237	62.919853	109.266266	85.585419	85.585419
g10116.t1	111.998390	114.693970	212.731979	212.731979	147.428299	216.786499	219.584030	219.584030
g10116.t2	44.521412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10117.t1	67.098343	0.000000	25.448351	25.448351	34.302063	23.428839	127.199234	127.199234
g10118.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10119.t1	0.000000	11.092247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1012.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1012.t2	0.000000	0.000000	0.000000	0.000000	23.353045	0.000000	11.586264	11.586264
g1012.t3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1012.t4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10120.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.875862	46.875862
g10121.t1	28.222261	45.156921	30.785786	30.785786	23.023100	11.089216	11.599814	11.599814
g10122.t1	0.000000	0.000000	0.000000	0.000000	37.490005	0.000000	0.000000	0.000000
g10123.t1	0.000000	0.000000	31.440683	31.440683	0.000000	0.000000	50.285206	50.285206
g10124.t1	0.000000	5.013976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10125.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10126.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10127.t1	0.000000	0.000000	9.384940	9.384940	0.000000	0.000000	0.000000	0.000000
g10128.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10129.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1013.t1	0.000000	0.000000	0.000000	0.000000	0.000000	41.286186	0.000000	0.000000
g10130.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10130.t2	19.143303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10131.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10132.t1	0.000000	33.423309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10133.t1	0.000000	0.000000	0.000000	0.000000	0.000000	20.514069	15.826452	15.826452
g10134.t1	0.000000	17.848326	0.000000	0.000000	27.094995	0.000000	0.000000	0.000000
g10134.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10135.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10135.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.303509	33.303509
g10136.t1	0.000000	117.168442	119.970940	119.970940	72.403809	0.000000	109.597687	109.597687
g10137.t1	307.384705	294.910339	141.908493	141.908493	159.877151	214.335846	211.707428	211.707428
g10138.t1	0.000000	0.000000	22.012983	22.012983	0.000000	0.000000	0.000000	0.000000
g10139.t1	22.906013	0.000000	46.581779	46.581779	0.000000	0.000000	0.000000	0.000000
g1014.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10140.t1	22.911263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10140.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10141.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10142.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10143.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10144.t1	0.000000	160.368317	0.000000	0.000000	0.000000	81.908440	160.460999	160.460999
g10145.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10145.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10146.t1	0.000000	0.000000	0.000000	0.000000	41.757099	41.332073	47.653603	47.653603
g10147.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10147.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10148.t1	13.251727	0.000000	0.000000	0.000000	40.622799	7.143097	0.000000	0.000000
g10149.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1015.t1	76.028175	185.163712	165.428650	165.428650	161.040329	200.525055	186.179169	186.179169
g10150.t1	37.347191	0.000000	0.000000	0.000000	0.000000	0.000000	11.342279	11.342279
g10151.t1	75.103043	52.065678	28.063406	28.063406	52.957619	63.554947	26.637304	26.637304
g10151.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10152.t1	6.832718	7.762861	13.718146	13.718146	2.353703	0.000000	8.968894	8.968894
g10152.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10152.t3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10152.t4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10152.t5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10152.t6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10153.t1	19.036156	0.000000	103.054176	103.054176	24.430975	0.000000	0.000000	0.000000
g10154.t1	55.915298	0.000000	24.155760	24.155760	0.000000	0.000000	14.210067	14.210067
g10155.t1	56.155102	23.061819	70.910660	70.910660	40.688679	83.315804	102.618851	102.618851
g10156.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10157.t1	118.237778	69.887764	47.047436	47.047436	196.208008	79.088661	100.197830	100.197830
g10158.t1	0.000000	0.000000	0.000000	0.000000	4.763576	0.000000	0.000000	0.000000
g10159.t1	0.000000	14.865026	16.814548	16.814548	17.595352	0.000000	17.730211	17.730211
g1016.t1	0.000000	0.000000	0.000000	0.000000	0.000000	153.690216	0.000000	0.000000
g1016.t2	152.852341	193.001801	113.932472	113.932472	148.177231	0.000000	171.454239	171.454239
g10160.t1	43.613945	29.051842	0.000000	0.000000	0.000000	18.439949	88.947258	88.947258
g10161.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10162.t1	0.000000	24.763792	0.000000	0.000000	0.000000	64.837585	0.000000	0.000000
g10163.t1	0.000000	13.289086	0.000000	0.000000	12.238715	0.000000	0.000000	0.000000
g10164.t1	31.782436	113.848518	44.567131	44.567131	49.668884	12.480037	74.684090	74.684090
g10165.t1	45.908878	83.453476	0.000000	0.000000	28.482836	45.954597	48.264278	48.264278
g10165.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10166.t1	0.000000	62.600243	40.796471	40.796471	67.137505	97.161583	47.078098	47.078098
g10167.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10168.t1	0.000000	0.000000	22.959555	22.959555	0.000000	0.000000	0.000000	0.000000
g10169.t1	38.691944	61.894047	0.000000	0.000000	60.850658	27.862307	44.296066	44.296066
g1017.t1	26.049955	52.635170	0.000000	0.000000	69.605034	0.000000	23.886478	23.886478
g10170.t1	1569.282959	2346.056396	1222.838013	1222.838013	1299.500732	1686.036621	1651.654297	1651.654297
g10171.t1	0.000000	16.718868	0.000000	0.000000	0.000000	0.000000	9.674564	9.674564
g10172.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.915337	35.915337
g10173.t1	0.000000	12.739055	27.374964	27.374964	39.873661	25.649939	0.000000	0.000000
g10174.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10174.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10175.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10176.t1	16.989063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10177.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10178.t1	19.583450	20.754114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10179.t1	3.817647	0.000000	0.000000	0.000000	11.553897	0.000000	0.000000	0.000000
g10179.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10179.t3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10179.t4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g1018.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.869396	37.869396
g10180.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10181.t1	0.000000	0.000000	0.000000	0.000000	31.632608	27.739485	0.000000	0.000000
g10182.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10183.t1	0.000000	0.000000	0.000000	0.000000	0.000000	14.178208	0.000000	0.000000
g10184.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10185.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10186.t1	0.000000	0.000000	0.000000	0.000000	26.324873	0.000000	26.526640	26.526640
g10187.t1	57.570400	0.000000	109.747330	109.747330	58.271805	77.061539	10.315425	10.315425
g10188.t1	0.000000	79.263542	28.339602	28.339602	0.000000	124.828926	53.888779	53.888779
g10189.t1	276.156952	86.250282	109.325584	109.325584	96.855087	80.900528	232.868332	232.868332
g1019.t1	23.500872	0.000000	77.281906	77.281906	39.584194	0.000000	0.000000	0.000000
g10190.t1	58.007893	60.278309	20.833261	20.833261	61.004356	0.000000	20.490620	20.490620
g10191.t1	0.000000	17.490295	0.000000	0.000000	0.000000	40.140354	0.000000	0.000000
g10191.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10192.t1	59.310135	56.856915	42.132610	42.132610	71.421844	0.000000	0.000000	0.000000
g10193.t1	0.000000	93.790070	25.662067	25.662067	0.000000	35.917934	27.959745	27.959745
g10194.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.463062	39.463062
g10195.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10196.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10196.t2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10197.t1	54.534271	43.535080	101.075958	101.075958	73.454430	82.844604	141.426758	141.426758
g10198.t1	3.645733	74.692825	21.757446	21.757446	31.218239	0.000000	49.685753	49.685753
g10199.t1	0.000000	0.000000	60.434391	60.434391	0.000000	0.000000	0.000000	0.000000
g10199.t2	0.000000	0.000000	13.866359	13.866359	36.222992	142.230896	39.578724	39.578724
g10199.t3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.269993	44.269993
g102.t1	0.000000	0.000000	14.811202	14.811202	13.928315	0.000000	0.000000	0.000000
g1020.t1	0.000000	14.652825	0.000000	0.000000	15.224737	83.895645	59.771770	59.771770
g10200.t1	0.000000	0.000000	6.461658	6.461658	18.087147	0.000000	0.000000	0.000000
g10201.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g10201.t2	0.000000	0.000000	0.000000	0.000000	0.000000	72.058601	73.748596	73.748596
g10202.t1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
